smiles,pka_acidic,group
CC(=O)c1ccc(NN=C(C#N)C#N)cc1,5.85,None
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1N=Nc1ccccc1,5.85,None
O=[N+]([O-])c1ccc(O)c(C[NH+]2CCCCC2)c1,5.88,None
CC[NH+]1CCCC1CNC(=O)c1c(O)c(Br)cc(Br)c1OC,5.88,None
Cc1[nH]c2ccccc2c1C(=O)O,5.89,None
O=CNOC(=O)C=Cc1ccccc1,5.9,None
Cc1cccc(NS(=O)(=O)c2ccc(N)cc2)[n+]1[O-],5.9,None
O=C1c2ccccc2C(=O)C1Cc1ccccc1,5.9,None
O=[N+]([O-])c1[nH]cnc1Cl,5.9,None
[NH3+]C1CC(=O)NC1=O,5.9,None
O=c1cccccc1S,5.9,None
CN(C)c1nnn[nH]1,5.92,None
CC[NH+](CC)Cc1cc(Cl)cc(Cl)c1O,5.95,None
Oc1c(Cl)cc(Cl)cc1C[NH+]1CCCCC1,5.97,None
Nc1nnn[nH]1,5.98,None
N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,6,None
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1C,6,None
O=C(NOC(=O)c1ccccc1)c1ccccc1,6,None
CCC1(C)OC(=O)NC1=O,6,None
Cc1cc(I)c(O)c(I)c1,6,None
Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O,6,None
N#CC(C#N)=NNc1cccc(Cl)c1,6,None
O=S(=O)(Nc1nccs1)c1ccc(O)cc1,6,None
Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1,6.04,None
O=C1CCC(=O)N1O,6.04,None
C[n+]1ccc2cc(O)ccc2c1,6.06,None
CNc1nnn[nH]1,6.06,None
N#Cc1c(-c2nc3ccccc3o2)c(=O)oc2cc(O)ccc12,6.07,None
CC(=O)Nc1ccc(S)cc1,6.08,None
O=S(Cc1ccccc1)c1cnn[nH]1,6.09,None
Cc1cc(=O)oc2cc(O)c(Cl)cc12,6.1,None
C=CCC1(CC=C)SC(=O)NC1=O,6.1,None
C[n+]1cccc2c(O)cccc21,6.12,None
CNC(=O)Oc1ccc2c(c1)C1(C)CC[NH+](C)C1N2C,6.12,None
O=C(O)c1ccccc1N=CC=Cc1ccccc1,6.12,None
CC(=O)CC=O,6.12,None
Oc1c(Cl)ccc(Cl)c1Cl,6.12,None
O=C1c2ccccc2C(=O)N1O,6.13,None
CC1(C)OC(=O)NC1=O,6.15,None
CC(=O)c1cccc(=O)c(O)c1,6.16,None
Nc1ccc(S(=O)(=O)Nc2ccncn2)cc1,6.17,None
CC1C(=O)c2ccccc2C1=O,6.17,None
O=c1ccc2ccc(O)cc2o1,6.18,None
Cc1cc(=O)n2ncnc2[nH]1,6.19,None
O=Nc1ccc(O)cc1,6.2,None
Cc1nc2c(=O)[nH]c(=O)[nH]c2n1C,6.2,None
Cc1cc(C=O)c(O)c(C=O)c1,6.2,None
O=S(=O)(Cc1ccccc1)c1ncn[nH]1,6.23,None
O=C(CC(=O)C(F)(F)F)c1ccccc1,6.3,None
Cc1cc(C([NH3+])CO)c(O)c(C([NH3+])CO)c1,6.3,None
CCC1(c2ccccc2)C(=O)NC(=S)NC1=O,6.3,None
CC(C)CCC1C(=O)C(O)C(CCC(C)C)(CCC(C)C)C1=O,6.3,None
CCCCN(C(=O)c1cc([N+](=O)[O-])ccc1O)c1ccc(N=Nc2ccc3c(c2)OCCOCCOCCOCCOCCO3)cc1,6.3,None
Cn1c(=O)[nH]c2c(ncn2C)c1=O,6.3,None
Cc1ccc(Br)c(O)c(=O)c1,6.3,None
COC(=O)c1ccccc1S,6.3,None
O=c1ccc(Br)ccc1O,6.32,None
COc1cc(C[NH+](C)C)c(O)c(C[NH+](C)C)c1,6.33,None
CCN(CC)c1nnn[nH]1,6.33,None
O=C(O)C12CCC(O)(CC1)CC2,6.33,None
NS(=O)(=O)C(F)(F)F,6.33,None
Fc1ccc(S)cc1,6.35,None
O=C1C(=NO)C=C(S(=O)(=O)[O-])c2cn[nH]c21,6.35,None
N#CC(C#N)=NNc1ccccc1Br,6.35,None
O=C1C=CC(=NO)C=C1,6.36,None
Sc1ccccc1,6.37,None
CCCC1(CCC)SC(=O)NC1=O,6.37,None
CCOC(=O)COc1ccc(C(=O)c2ccc(O)c(C[NH3+])c2)c(Cl)c1Cl,6.38,None
O=C(Nc1ccccc1)ONC(=O)c1ccccc1,6.4,None
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,6.4,None
[O-][n+]1cccc(O)c1,6.4,None
O=C([O-])c1ccc(O)c([N+](=O)[O-])c1,6.41,None
Cc1ccc(=O)c(O)c(Br)c1,6.41,None
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,6.42,None
Cc1cc(C[NH+](C)C)c(O)c(C[NH+](C)C)c1,6.45,None
N#CC(C#N)=NNc1cccc(O)c1,6.45,None
Cc1ccc(S)cc1,6.47,None
O=C1CSC(=S)N1,6.48,None
Sc1cccc2ncccc12,6.48,None
O=C1CN(C(=O)c2ccccc2)C(=S)N1,6.5,None
COc1cc2ccc(=O)oc2cc1O,6.5,None
N#CC(C#N)=NNc1ccc(CCCl)cc1,6.5,None
Cc1nnc(C)n1O,6.5,None
Sc1ccc2ncccc2c1,6.5,None
NS(=O)(=O)C(F)(F)Cl,6.5,None
CC(C)CC(=O)CC(=O)C(F)(F)F,6.52,None
NS(=O)(=O)C(F)(F)Br,6.53,None
CCC1(CC)C(=O)NC(=O)N(C(=O)c2ccccc2OC)C1=O,6.54,None
O=C1CSC(=O)N1,6.54,None
N#CC(C#N)=NNc1ccccc1,6.55,None
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,6.59,None
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,6.59,None
Oc1c(Br)cccc1Br,6.6,None
O=[N+]([O-])C(=NO)c1ccc(Cl)cc1,6.6,None
O=Cc1ccc(O)cc1Cl,6.6,None
O=c1cnn(C2OC(CO)C(O)C2O)c(=O)[nH]1,6.6,None
Cc1cc(O)c(=O)ccc1Br,6.6,None
O=Cc1cccc(Cl)c1O,6.61,None
Cc1cc(O)n(C2CC[NH+](C)CC2)n1,6.63,None
CNc1ccc(S(=O)(=O)Nc2nc(C)cs2)cc1,6.63,None
O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccccc2)cc1,6.63,None
Oc1ccccc1C1=[NH+]CCN1,6.63,None
CC1(C)SC(=O)NC1=O,6.64,None
CCOC(=O)COc1ccc(S(=O)(=O)c2ccc(O)c(C[NH3+])c2)c(Cl)c1Cl,6.67,None
CC(C)C(=O)CC=O,6.68,None
N#CC(C#N)=NNc1ccccc1C(=O)O,6.7,None
O=C1CCON1,6.7,None
Oc1cccc2cccc(O)c12,6.71,None
O=S1(=O)N=CNc2ccncc21,6.71,None
C[NH+]1CCC(n2nc(-c3ccccc3)c(Cc3ccccc3)c2O)CC1,6.73,None
COc1cccc([N+](=O)[O-])c1O,6.74,None
Cc1ccc(NN=C(C#N)C#N)cc1,6.75,None
COc1ccc(S)cc1,6.76,None
Cn1cnc2c(N=O)c(O)ccc21,6.76,None
O=Cc1ccncc1O,6.77,None
Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1,6.78,None
Oc1cncnc1,6.78,None
CC(=O)Nc1ccc(O)c([N+](=O)[O-])c1,6.78,None
NS(=O)(=O)C(F)(F)I,6.79,None
CCC(=O)NOC(=O)C=Cc1ccccc1,6.8,None
O=C(Nc1nnc(-c2ccccc2)s1)c1ccccc1,6.8,None
O=c1oc2cc(O)ccc2cc1-c1nc2cc(Cl)ccc2o1,6.8,None
Oc1c(Cl)cccc1Cl,6.8,None
C[n+]1cccc2cccc(O)c21,6.81,None
CC(=O)NOC(C)=O,6.81,None
O=c1oc2cc(O)ccc2cc1-c1nc2ccccc2o1,6.84,None
NC(=O)c1cc(-c2ccccc2)nnc1NCCN1CCOCC1,6.85,None
O=c1cccccc1O,6.87,None
[O-]c1ccc2ccccc2[n+]1O,6.88,None
CCc1nsc(O)n1,6.89,None
COc1cc(C)nc(-n2nc(C)cc2O)n1,6.9,None
Cc1ccccc1NN=C(C#N)C#N,6.9,None
C[n+]1ccc2c(O)cccc2c1,6.9,None
O=c1ccc2ccc(O)c(O)c2o1,6.9,None
CCc1cc(Cl)c(O)c(C(=O)NCC2CCC[NH+]2CC)c1OC,6.91,None
CCc1cc(Cl)c(OC)c(C(=O)NCC2CCC[NH+]2CC)c1O,6.91,None
Nc1cc[nH+]c2c(O)cccc12,6.91,None
CC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,6.94,None
Nc1ccc(S(=O)(=O)Nc2ccn(-c3ccc([N+](=O)[O-])cc3)n2)cc1,6.94,None
O=S1(=O)N=CNc2cccnc21,6.94,None
O=c1[nH]ccc2nnnn12,6.95,None
O=Cc1ncccc1O,6.95,None
Nc1ccc(S(=O)(=O)Nc2nccs2)c(Cl)c1,6.95,None
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)sc1C,6.97,None
Cc1cc(S(=O)(=O)Nc2nccs2)ccc1N,7,None
CCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,7,None
NC(=O)CC(N)C(N)=O,7,None
Cc1cc(C[NH3+])c(O)c(C[NH3+])c1,7,None
Sc1cccnc1,7.01,None
Oc1nsc2ccccc12,7.01,None
CC(=O)ONc1cc(=O)n(C)c(=O)n1C,7.01,None
Nc1ccc(S(=O)(=O)Nc2ccn(-c3cccc([N+](=O)[O-])c3)n2)cc1,7.03,None
O=S1(=O)N=CNc2ncccc21,7.03,None
CN(C)c1cc[nH+]c2c(O)cccc12,7.05,None
Cc1ncc2c(c1O)C(=O)OC2,7.05,None
CC(=O)C(C[NH+]1CCCCC1)=NO,7.05,None
Nc1ccc(S(=O)(=O)Nc2cccnn2)cc1,7.06,None
CC[NH+]1CCCC1CNC(=O)c1c(OC)ccc(Cl)c1O,7.07,None
C[n+]1ccc2ccc(O)cc2c1,7.09,None
Cc1cc([N+](=O)[O-])ccc1O,7.1,None
O=COO,7.1,None
Nc1ccc(S(=O)(=O)Nc2ccc(Br)nc2)cc1,7.12,None
COc1cc(OC)nc(NS(=O)(=O)c2ccc(N)cc2)n1,7.12,None
NC(=O)c1cc[n+](COC[n+]2ccccc2C=NO)cc1,7.13,None
C[n+]1cccc2cc(O)ccc21,7.15,None
N#Cc1cccc(NS(=O)(=O)c2ccccc2)c1,7.15,None
O=[N+]([O-])c1ccccc1O,7.15,None
O=C1C=C(S(=O)(=O)[O-])C(=NO)c2[nH]ncc21,7.15,None
CCCc1c(C)[nH]n(C2CC[NH+](C)CC2)c1=O,7.18,None
Cc1ccc2nc3ccc(O)cc3nc2c1,7.2,None
Oc1ccc(N=Nc2nc3ccccc3s2)c2cccnc12,7.2,None
CCCCCCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,7.2,None
CCOC(=O)C(=NO)C(C)=O,7.2,None
CC(C)c1cccc(=O)c(O)c1,7.22,None
CCc1cc(CC)c(OC)c(C(=O)NCC2CCC[NH+]2CC)c1O,7.24,None
O=C1Cc2cc(O)ccc21,7.24,None
OC(c1ccncc1)n1cc[nH+]c1,7.24,None
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,7.25,None
CC[NH+](CC)Cc1cccc(F)c1O,7.26,None
Cc1cccc(=O)c(O)c1,7.26,None
[O-][n+]1cnc(NCc2ccccc2)c2nc[nH]c21,7.27,None
NC(=O)CNCCCNCC(N)=O,7.27,None
CCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,7.3,None
NC(=O)C(N)CO,7.3,None
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,7.3,None
O=C(NBr)c1ccccc1,7.3,None
O=C(OO)c1ccccc1,7.3,None
Oc1c(Br)cc(Br)c2cccnc12,7.3,None
C[S+](C)c1ccc(O)cc1,7.31,None
CC(=O)N(c1ccccc1)c1nnc(S(N)(=O)=O)s1,7.32,None
CN(C)C(=O)C=C(O)c1ccncc1,7.32,None
N#Cc1ccccc1O,7.32,None
NC(=O)C1=CN2CCC1CC2,7.32,None
Cc1ccc(O)c(=O)cc1,7.32,None
CCOC(=O)COc1ccc(C(=O)c2ccc(O)c(C[NH3+])c2)cc1,7.34,None
CCOc1cc(C)nc(-n2nc(C)cc2O)n1,7.35,None
COc1cc(C=O)ccc1O,7.38,None
O=S(Cc1ccccc1)c1ncn[nH]1,7.38,None
O=C(NO)c1ccccc1O,7.39,None
COc1ccc(O)c([N+](=O)[O-])c1,7.39,None
CC(C)C1C(=O)c2ccccc2C1=O,7.4,None
CC(=O)N(C)c1nnc(S(N)(=O)=O)s1,7.4,None
O=Cc1cc(Br)ccc1O,7.4,None
Cc1ccc(O)c([N+](=O)[O-])c1,7.4,None
Oc1cccc2nnccc12,7.4,None
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccc2)cc1,7.41,None
CC(=O)C(=NO)C(C)=O,7.44,None
Oc1ccc2nc3ccccc3nc2c1,7.45,None
O=Cc1ccc(O)c(O)c1,7.45,None
C[N+](C)(C)c1ccccc1O,7.46,None
Nn1cnnc1S,7.47,None
CC(=O)Nc1nnc(S(N)(=O)=O)s1,7.48,None
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,7.49,None
CC(=O)CC(=S)Nc1ccccc1,7.5,None
CC[NH+](CC)Cc1c(O)cccc1Cl,7.5,None
O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccccc2)c1,7.5,None
Cc1cc(N=Nc2nc3ccccc3s2)c2cccnc2c1O,7.5,None
CCCCCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,7.5,None
FC(F)(F)c1cc(C(F)(F)F)[nH]n1,7.51,None
Oc1c(Cl)cc(Cl)c2cccnc12,7.51,None
O=C1C(=NO)C=Cc2ccccc21,7.52,None
Oc1ccc2nnccc2c1,7.52,None
Cc1cc(C2(c3ccc(O)c(C)c3)OS(=O)(=O)c3c(Br)c(Br)c(Br)c(Br)c32)ccc1O,7.53,None
O=Cc1ccc(O)cc1,7.53,None
O=S(=O)(Nc1cccc(F)c1)c1ccccc1,7.54,None
Oc1ccccc1-c1cc2ccccc2cc1O,7.55,None
CC(C)[NH2+]CC(=O)c1ccc(O)cc1,7.56,None
CNS(=O)(=O)C(F)(F)F,7.56,None
Oc1ccc2ccnnc2c1,7.56,None
CC1=NS(=O)(=O)c2ncccc2N1,7.58,None
C[NH+](C)Cc1cc(Br)ccc1O,7.58,None
Cc1c(O)n[nH]c1-c1ccccc1,7.6,None
Oc1c(Cc2ccccc2)c(-c2ccccc2)nn1-c1ccccc1,7.6,None
[N-]=[N+]=Nc1ncnc2nc[nH]c12,7.6,None
O=C1CCCC(=O)N1O,7.6,None
O=S(=O)([O-])c1ccc(O)c2[nH]ncc12,7.6,None
O=S(=O)([O-])c1ccc(O)c2cn[nH]c12,7.6,None
O=C([O-])c1ccccc1S,7.6,None
Cc1cc(O)ccc1[S+](C)C,7.6,None
O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1ccccc1,7.63,None
COc1nc(-n2nc(C)cc2O)nc(C)c1C,7.64,None
ON=Cc1cnns1,7.64,None
CC(=O)C=C(C)O,7.64,None
CC(=O)CC(=S)Nc1ccc(C)cc1,7.65,None
CCC1(c2ccccc2)C(=O)NC(=S)N(C)C1=O,7.65,None
O=C(C=NO)C=NO,7.65,None
Cc1cc(O)ccc1[N+](=O)[O-],7.65,None
O=S1(=O)C=C(O)c2ccccc21,7.65,None
COc1cc(C(C)=O)ccc1O,7.65,None
C[S+](C)c1cccc(O)c1,7.67,None
O=C(Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(O)cc1,7.68,None
C[NH+](C)CCS,7.68,None
COc1ccc(-c2nc3nnc(SC)nc3[nH]2)c(OC)c1,7.69,None
Nc1nnc(S(N)(=O)=O)s1,7.69,None
CC[NH+](CC)Cc1cc(Br)ccc1O,7.7,None
Oc1n[nH]c(-c2ccccc2)c1Cc1ccccc1,7.7,None
Oc1cc(Cl)c(Cl)c(Cl)c1,7.7,None
Clc1ccc2[nH]nnc2c1,7.7,None
Nc1c2ccccc2[nH+]c2ccc(O)cc12,7.71,None
Oc1cccc(Cl)c1Cl,7.71,None
CC[NH+](CC)CCS,7.72,None
CCc1cc([N+](=O)[O-])cc(CC)c1O,7.73,None
Oc1ccc(N=Nc2ccncc2)cc1,7.73,None
COc1nc2ncncc2[nH]1,7.73,None
CN(C)C(=O)CC(=O)c1ccncc1,7.75,None
CC(=O)c1ccc(O)c2ncccc12,7.75,None
O=C([O-])c1ccc(NS(=O)(=O)c2ccccc2)cc1,7.75,None
Clc1ncnc2nc[nH]c12,7.75,None
O=C1C=C(S(=O)(=O)[O-])c2[nH]ncc2C1=NO,7.75,None
C[n+]1ccccc1C=NO,7.75,None
COc1ccc(O)c(=O)cc1,7.75,None
CCCC[NH+](CCS)CCCC,7.76,None
O=C1C=Cc2ccccc2C1=NO,7.77,None
O=S(=O)(Nc1ccc(Br)cc1)c1ccccc1,7.78,None
Cc1cc(=O)oc2cc(O)ccc12,7.8,None
CCc1c(-c2ccccc2)n[nH]c1O,7.8,None
Cc1c(-c2ccccc2)nn(-c2ccccc2)c1O,7.8,None
CNc1nnc(S(N)(=O)=O)s1,7.8,None
Oc1ccc(Cl)cc1Cl,7.8,None
NS(=O)(=O)c1nc2ccccc2s1,7.8,None
Nc1ccc(O)c([N+](=O)[O-])c1,7.81,None
Nc1n[nH]c(N)c1N=Nc1ccc(O)cc1,7.81,None
O=c1cc(-c2ccccc2)oc2c(O)cccc12,7.82,None
O=c1cc(CO)occ1O,7.82,None
CC(=O)C1CCCC1=O,7.82,None
CS(=O)(=O)c1ccc(O)cc1,7.83,None
SCC[NH2+]CCc1ccccc1,7.85,None
Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,7.85,None
Cc1cc(Cl)cc(Cl)c1O,7.85,None
Oc1ccc(-c2cc(=S)ss2)cc1,7.86,None
O=C(c1ccccc1)N(O)c1ccccc1,7.87,None
Nc1ccc(S(=O)(=O)Nc2cccnc2)cc1,7.89,None
CC(C)(C)[NH2+]CC(=O)c1ccc(O)cc1,7.9,None
CC(=O)C(Cl)=NO,7.9,None
O=C(C=NO)CCl,7.9,None
CN(C)C(=O)c1ncnc2nc[nH]c12,7.9,None
Oc1c(I)cc(Cl)c2cccnc12,7.9,None
O=S(=O)(Nc1ccc(Cl)cc1)c1ccccc1,7.91,None
COc1cccc(C=O)c1O,7.91,None
NNC(=O)C(F)(F)C(F)(F)F,7.92,None
CCC[NH2+]CCS,7.92,None
CN(O)C(=O)c1ccc([N+](=O)[O-])cc1,7.92,None
Cc1ccccc(=O)c1O,7.92,None
COc1cccc(NS(=O)(=O)c2ccccc2)c1,7.95,None
Oc1ccc2cnncc2c1,7.95,None
Cc1nnc(S)n1N,7.97,None
COc1ccc(O)c(N=Nc2nc(C)cs2)c1,7.98,None
C[N+](C)(C)CCS,7.98,None
CC(C)(C)C1C(=O)NC(=O)NC1=O,7.98,None
O=[N+]([O-])C=Cc1ccc(O)cc1,7.98,None
CCCc1c(-c2ccccc2)n[nH]c1O,8,None
CCN(CC)C(=S)NC(=O)c1ccc(Cl)cc1,8,None
CCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,8,None
CCCCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,8,None
CC(C)C(N)C(N)=O,8,None
O=S(=O)([O-])c1cc(O)c2[nH]ncc2c1,8,None
O=c1[nH]cc(SSc2c[nH]c(=O)[nH]c2=O)c(=O)[nH]1,8,None
COc1ccccc(=O)c1O,8,None
Oc1c(I)cc(I)c2cccnc12,8,None
O=C(c1ccccc1)c1ccc(O)cc1,8.01,None
Oc1cc(Br)cc(Br)c1,8.01,None
Cc1ccc(O)cc1[S+](C)C,8.01,None
C[NH2+]CCS,8.02,None
NNC(=O)C(F)(F)C(F)(F)C(F)(F)F,8.02,None
O=C(NO)c1ccc([N+](=O)[O-])cc1,8.02,None
C[NH+](C)Cc1cc(Cl)ccc1O,8.02,None
CNC(=O)c1ccccc1O,8.03,None
CC1=CC(=O)C=C(C)C1=NO,8.04,None
NCC(N)=O,8.05,None
NNC(=O)CS,8.05,None
CNC(=O)CS,8.05,None
Oc1cnc2ccccc2c1,8.06,None
Oc1cc(Cl)cc(Cl)c1,8.07,None
O=C(NO)c1cccc([N+](=O)[O-])c1,8.07,None
C[N+](C)(C)c1cccc(O)c1,8.07,None
CC(C)[NH+](CCS)C(C)C,8.08,None
Cc1cnc(C)c(O)c1C=O,8.08,None
CCCCc1cc(Cl)cc(Cl)c1O,8.1,None
C[N+](C)(C)Cc1cccc(O)c1O,8.1,None
O=C1C=CC(=Nc2ccc(O)cc2)C=C1,8.1,None
CCC(=O)OO,8.1,None
CN(C)C(=O)CS,8.1,None
O=S(=O)([O-])c1cc(O)c2cn[nH]c2c1,8.1,None
CCCc1cc(Cl)cc(Cl)c1O,8.1,None
CC[NH+](CC)Cc1cc(Cl)ccc1O,8.11,None
C[NH+](C)Cc1cc(F)ccc1O,8.12,None
CCN(CC)C(=S)NC(=O)c1ccc(F)cc1,8.13,None
C=CC[NH+](CC=C)CCCNC(=O)C=NO,8.14,None
CCNC(=O)CS,8.14,None
O=C1CC2C(=O)NC(=O)C2N1,8.15,None
S=C1NC(=S)C(c2ccccc2)N1,8.15,None
[NH3+]C(Cc1nc(I)[nH]c1I)C(=O)[O-],8.18,None
CC(=O)OO,8.19,None
Oc1ccc2ncncc2c1,8.19,None
Cc1ccc([N+](C)(C)C)cc1O,8.2,None
Cc1cc(O)cc([N+](C)(C)C)c1,8.2,None
O=S(=O)(Nc1ccccn1)c1ccccc1,8.2,None
CCCCc1c(-c2ccccc2)n[nH]c1O,8.2,None
CCC(=O)NBr,8.2,None
CCCC(=O)OO,8.2,None
CCCCSC(=N)c1ccccc1,8.21,None
CCN(CC)C(=S)NC(=O)c1cccc(F)c1,8.21,None
Cc1cc(O)cc(C)c1C#N,8.21,None
O=S(=O)(Nc1ccccc1)c1ccccc1,8.22,None
NC(=O)CS,8.22,None
Nc1n[nH]c(N)c1N=Nc1ccccc1O,8.22,None
ON=CC(Cl)=NO,8.24,None
COC(=O)CC(=O)c1ccncc1,8.24,None
NS(=O)(=O)c1nccs1,8.25,None
O=c1[nH]c2ccccc2c(=O)o1,8.25,None
Oc1cccc2ccnnc12,8.25,None
C[N+](C)(C)c1ccc(O)cc1,8.25,None
Cc1cc(=O)oc2cccc(O)c12,8.26,None
NNC(=O)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,8.26,None
O=c1cc(-c2ccc(O)cc2)oc2ccccc12,8.27,None
C[n+]1ccc(C=NO)cc1,8.27,None
O=c1cc(-c2ccc(O)cc2)ss1,8.27,None
Cc1ccc(O)cc1[N+](C)(C)C,8.28,None
C[NH+](C)Cc1cccc(NC(=O)C=NO)c1,8.28,None
CS(=O)c1ccc(O)cc1,8.28,None
Oc1ccc(Cl)cc1C[NH+]1CCCC1,8.3,None
O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,8.3,None
O=C1Oc2ccccc2C(=O)C1Cc1c([O-])c2ccccc2oc1=O,8.3,None
C[N+](C)(C)CCC[N+](C)(C)CCCNC(=O)C=NO,8.31,None
O=C(OCc1ccccc1)c1ccc(O)cc1,8.31,None
O=[N+]([O-])c1cccc(O)c1,8.31,None
CN(C)c1cccc2c(S(=O)(=O)NCC[NH+](C)C)cccc12,8.33,None
Oc1cncc2cccnc12,8.33,None
Cc1cc(O)ccc1[N+](C)(C)C,8.34,None
CCCCOC(=O)c1ccc(O)cc1,8.34,None
COC(=O)c1ccc(O)cc1,8.34,None
CNCC(N)=O,8.35,None
Cc1csc(S(N)(=O)=O)n1,8.35,None
CCN(CC)C(=S)NC(=O)c1cccc(C)c1,8.36,None
CC(=O)N(O)c1ccccc1,8.36,None
CCC(=O)C=NO,8.37,None
CCn1nnnc1NC(C)=O,8.38,None
C[n+]1ccccc1C=Cc1ccc(O)cc1,8.4,None
CCCCCc1c(-c2ccccc2)n[nH]c1O,8.4,None
[NH3+]CCS,8.4,None
O=C1C=CC(=O)C(=NO)N1,8.4,None
Oc1ccccc1Br,8.4,None
Oc1ccccc1Cl,8.4,None
Oc1cccc2ccncc12,8.4,None
Cn1c(CCl)nc2c(O)ccc(O)c21,8.4,None
c1coc(CSc2ncnc3nc[nH]c23)c1,8.42,None
C[NH+](C)Cc1ccc(NC(=O)C=NO)cc1,8.43,None
Oc1ccc2cnc3ccccc3c2c1,8.43,None
Cc1ccnc2c(O)cccc12,8.44,None
CCN(CC)C(=S)NC(=O)c1ccccc1,8.45,None
COc1c(O)ccc2c1C[N+]1(C)CCc3cc4c(cc3C1C2)OCO4,8.45,None
Oc1cccc2cnccc12,8.45,None
Nc1ccc(S(=O)(=O)Nc2ccc(N)cn2)cc1,8.47,None
C[NH+](C)CCc1c[nH]c2cccc(O)c12,8.47,None
Cc1cccc(NS(=O)(=O)c2ccccc2)c1,8.48,None
C=CC[NH+](C)CCCNC(=O)C=NO,8.48,None
O=[N+]([O-])c1ccc2c(O)cccc2c1,8.49,None
COc1cc(S(C)=O)ccc1-c1nc2cnncc2[nH]1,8.49,None
OC(=Cc1ccccc1)c1ccco1,8.5,None
Oc1cc2cccnc2c2cccnc12,8.5,None
Cc1csc(-c2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2)n1,8.5,None
Cc1ccc(C(=O)N(C)O)cc1,8.5,None
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,8.51,None
Oc1cccc2ncccc12,8.54,None
CCOC(=O)COc1ccc(Oc2ccc(O)c(C[NH3+])c2)c(Cl)c1Cl,8.55,None
OB(O)c1cccc(O)c1,8.55,None
O=[N+]([O-])c1cc2cc(O)ccc2cc1Cl,8.56,None
N#CSc1ccc(O)cc1,8.57,None
Sc1cc2ccccc2cn1,8.58,None
CCCCCCc1c(-c2ccccc2)n[nH]c1O,8.6,None
O=C(NO)c1ccccn1,8.6,None
O=C1C=C(S(=O)(=O)[O-])C(=NO)c2cn[nH]c21,8.6,None
CN1CC(O)C2=CC(=NO)C(=O)C=C21,8.6,None
C[NH2+]CCCNC(=O)C=NO,8.61,None
NC(=O)c1ccccc1O,8.61,None
COc1ccc(O)c(Br)c1,8.62,None
CCC[NH+](CCC)CCS,8.62,None
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,8.62,None
Cc1cccc(O)c1C(=O)Oc1ccccc1,8.63,None
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,8.63,None
N#Cc1cccc(O)c1,8.63,None
Oc1cccc2c1-c1ccccc1-2,8.64,None
Cn1c(=O)[nH]c2ncn(C)c2c1=O,8.65,None
Oc1cccc2cncnc12,8.65,None
O=S(=O)(Cc1ccccc1)c1ncc[nH]1,8.67,None
Oc1ccc2c(cnc3ccccc32)c1,8.68,None
C[NH+](C)CCCNC(=O)C=NO,8.68,None
COc1ccc(O)cc1[N+](=O)[O-],8.68,None
CN(CCC[NH+](C)C)C(=O)C=NO,8.68,None
Oc1cncc2ccccc12,8.68,None
CC(=O)CC(=O)c1ccccc1,8.69,None
Oc1ccc2cccc(Cl)c2c1,8.69,None
Nc1ccc(P(=O)(Nc2nccs2)OCC(F)(F)F)cc1,8.7,None
O=C(CC(=O)c1ccc([N+](=O)[O-])cc1)Nc1ccccc1,8.7,None
CCc1ccc(OC)c(C(=O)NCC2CCC[NH+]2CC)c1O,8.7,None
CC(C)C1NC(=S)NC1=O,8.7,None
CC1(C)CCC(=O)N1O,8.7,None
CC1(C)CC(O)[N+](C)(C)C1,8.7,None
